TransactionDate,Total_Debit,Total_Credit,Transaction_Count,Closing_Balance,Net_Flow,Withdrawal_Amount,Withdrawal_Count,Deposit_Amount,Deposit_Count,Airtime_Amount,Airtime_Count,BillPayment_Amount,BillPayment_Count,WalletTransfer_Amount,WalletTransfer_Count,Transfer_Amount,Transfer_Count,Levy_Amount,Levy_Count,Commission_Amount,Commission_Count,Reversal_Amount,Reversal_Count,Insurance_Amount,Insurance_Count,Other_Amount,Other_Count,DayOfWeek,Month,WeekOfMonth,Quarter,IsWeekend,Average_Withdrawal_Size,Average_Deposit_Size,Credit_Debit_Ratio,Lag_1_Withdrawal_Amount,Lag_1_Deposit_Amount,Lag_7_Withdrawal_Amount,Lag_7_Deposit_Amount,Lag_30_Withdrawal_Amount,Lag_30_Deposit_Amount,Rolling_7_Day_Withdrawal_Amount,Rolling_7_Day_Deposit_Amount,Rolling_30_Day_Withdrawal_Amount,Rolling_30_Day_Deposit_Amount,Target_Next_Day_Withdrawal_Amount,Target_Next_Day_Deposit_Amount,Has_Deposit,Target_Has_Deposit_Tomorrow
2022-01-09,5397996.1,4508921.0,210,8783.15,-889075.0999999996,1481437.0,67,4375000.0,32,196.0,1,12400.0,1,2833084.0,8,194400.0,2,9900.0,99,0.0,0,0.0,0,0.0,0,0.0,0,6,1,2,1,1,22111.0,136718.75,0.8352953422845193,2826811.0,4460540.0,1237947.0,897810.0,0.0,0.0,2430416.785714286,2727742.8571428573,2232834.34375,2302162.083333333,1507656.25,927390.0,1,1
2022-01-10,1958586.73,2634876.25,199,685072.67,676289.52,1507656.25,68,927390.0,28,0.0,0,0.0,0,1097200.0,6,11200.0,1,9500.0,95,0.0,0,18820.0,1,0.0,0,0.0,0,0,1,2,1,0,22171.415441176472,33121.07142857143,1.345294650291029,1481437.0,4375000.0,1986314.5,1397980.0,0.0,0.0,2465201.071428572,3224484.285714286,2202778.45,2385075.6,1768103.0,1276700.0,1,1
2022-01-11,1302400.0,1768103.0,208,1150775.67,465703.0,1768103.0,78,1276700.0,25,0.0,0,15400.0,2,0.0,0,0.0,0,10300.0,103,0.0,0,0.0,0,0.0,0,0.0,0,1,1,2,1,0,22667.98717948718,51068.0,1.3575729422604423,1507656.25,927390.0,2011470.25,3190780.0,0.0,0.0,2396821.321428572,3157257.1428571427,2176042.980769231,2329010.769230769,1507782.5,1586000.0,1,1
2022-01-12,1598000.0,1509175.5,202,1061951.17,-88824.5,1507782.5,75,1586000.0,25,0.0,0,2000.0,1,0.0,0,1393.0,1,10000.0,100,0.0,0,0.0,0,0.0,0,0.0,0,2,1,2,1,0,20103.766666666663,63440.0,0.9444152065081352,1768103.0,1276700.0,3439793.25,3784200.0,0.0,0.0,2362054.571428572,2883817.1428571427,2160934.092592593,2290036.296296296,1050260.0,1652570.0,1,1
2022-01-13,1664235.0,1492910.0,167,890626.17,-171325.0,1050260.0,55,1652570.0,26,0.0,0,3565.0,2,400000.0,2,42650.0,1,8100.0,81,0.0,0,0.0,0,0.0,0,0.0,0,3,1,2,1,0,19095.636363636364,63560.38461538462,0.897054802957515,1507782.5,1586000.0,3908492.0,3774290.0,0.0,0.0,2086053.0357142857,2569788.571428572,2137607.25,2264892.1428571427,1926760.0,954220.0,1,1
2022-01-14,966881.0,2134220.93,195,2057966.1,1167339.9300000002,1926760.0,68,954220.0,25,196.0,2,2565.0,1,182561.93,2,24899.0,4,9300.0,93,0.0,0,0.0,0,0.0,0,0.0,0,4,1,2,1,0,28334.70588235294,38168.8,2.2073253378647424,1050260.0,1652570.0,1602089.5,1588600.0,0.0,0.0,1677734.1785714286,2266685.714285714,2100112.5172413792,2243777.5862068967,3143619.5,4450060.0,1,1
2022-01-15,4468660.0,3364527.5,278,953833.6,-1104132.5,3143619.5,92,4450060.0,44,0.0,0,5000.0,2,209708.0,2,11200.0,2,13600.0,136,0.0,0,0.0,0,0.0,0,0.0,0,5,1,3,1,1,34169.77717391304,101137.72727272728,0.7529164223727023,1926760.0,954220.0,2826811.0,4460540.0,2491590.5,2680140.0,1724115.6785714286,2176060.0,2094334.1,2200792.333333333,2005592.0,2116700.0,1,1
2022-01-16,2133196.0,2276825.0,220,1097462.6,143629.0,2005592.0,81,2116700.0,25,196.0,1,2600.0,1,253100.0,3,18133.0,3,10600.0,106,0.0,0,0.0,0,0.0,0,0.0,0,6,1,3,1,1,24760.395061728395,84668.0,1.0673304281463118,3143619.5,4450060.0,1481437.0,4375000.0,2074536.5,2229880.0,1769374.0357142857,2174562.8571428573,2116068.4,2259789.6666666665,1938242.5,2972860.0,1,1
2022-01-17,2981660.0,1999362.5,179,115165.1,-982297.5,1938242.5,45,2972860.0,44,0.0,0,0.0,0,0.0,0,8100.0,1,8800.0,88,0.0,0,53020.0,1,0.0,0,0.0,0,0,1,3,1,0,43072.05555555556,67565.0,0.6705534836299243,2005592.0,2116700.0,1507656.25,927390.0,2736096.0,2277820.0,1844253.3214285716,1851948.5714285716,2113770.25,2256017.0,1306642.0,1525780.0,1,1
2022-01-18,1587846.5,1474809.0,169,2127.6,-113037.5,1306642.0,50,1525780.0,30,2254.0,3,1800.0,1,150000.0,3,18167.0,2,8000.0,80,0.0,0,0.0,0,0.0,0,0.0,0,1,1,3,1,0,26132.84,50859.333333333336,0.9288108138916452,1938242.5,2972860.0,1768103.0,1276700.0,932221.0,1239420.0,1905765.642857143,2144158.571428572,2087175.1333333333,2279185.0,2148845.5,1484580.0,1,1
2022-01-19,1627802.5,2788865.5,202,1163190.6,1161063.0,2148845.5,73,1484580.0,25,490.0,1,3000.0,1,300000.0,3,10000.0,1,9700.0,97,0.0,0,330020.0,1,0.0,0,0.0,0,2,1,3,1,0,29436.2397260274,59383.2,1.7132701909476118,1306642.0,1525780.0,1507782.5,1586000.0,2485508.0,1894330.0,1839842.642857143,2179741.4285714286,2099655.833333333,2288730.333333333,1800280.0,2695480.0,1,1
2022-01-20,2714174.0,2072320.0,217,521336.6,-641854.0,1800280.0,69,2695480.0,38,294.0,1,7900.0,1,270000.0,1,0.0,0,10500.0,105,0.0,0,2040.0,2,0.0,0,0.0,0,3,1,3,1,0,26091.014492753624,70933.68421052632,0.7635177405722698,2148845.5,1484580.0,1050260.0,1652570.0,2092182.75,1090060.0,1931423.0714285716,2165252.8571428573,2088433.75,2275072.0,1525232.5,1393440.0,1,1
2022-01-21,1413358.0,1767021.5,176,875000.1,353663.5,1525232.5,54,1393440.0,27,4018.0,7,7900.0,1,71680.0,3,66089.0,3,8000.0,80,0.0,0,104020.0,1,0.0,0,0.0,0,4,1,3,1,0,28245.046296296296,51608.88888888889,1.2502292412821097,1800280.0,2695480.0,1926760.0,954220.0,4989416.5,4417050.0,2038568.7857142857,2314240.0,2078703.6583333332,2328586.0,1879311.5,2517040.0,1,1
2022-01-22,2539732.0,2019161.5,275,354429.6,-520570.5,1879311.5,92,2517040.0,42,1127.0,3,8165.0,3,139850.0,1,0.0,0,13400.0,134,0.0,0,0.0,0,0.0,0,0.0,0,5,1,4,1,1,20427.29891304348,59929.52380952381,0.7950293574282641,1525232.5,1393440.0,3143619.5,4450060.0,2505192.0,3719520.0,1981207.7142857143,2376985.714285714,1963230.8583333332,2227799.0,1700865.5,1320160.0,1,1
2022-01-23,1328956.0,1741905.5,177,767379.1,412949.5,1700865.5,60,1320160.0,28,196.0,1,0.0,0,0.0,0,0.0,0,8600.0,86,0.0,0,41040.0,2,0.0,0,0.0,0,6,1,4,1,1,28347.75833333333,47148.57142857143,1.3107322590063175,1879311.5,2517040.0,2005592.0,2116700.0,2055187.0,1163300.0,1800592.2857142857,2100840.0,1942368.175,2187716.333333333,890536.75,1293470.0,1,1
2022-01-24,1303966.0,1260596.75,178,724009.85,-43369.25,890536.75,57,1293470.0,31,196.0,1,1800.0,1,0.0,0,0.0,0,8500.0,85,0.0,0,370060.0,3,0.0,0,0.0,0,0,1,4,1,0,15623.451754385966,41724.83870967742,0.9667405055039778,1700865.5,1320160.0,1938242.5,2972860.0,783431.0,3406100.0,1757059.9285714286,1987048.5714285716,1930557.4583333333,2192945.0,1121810.0,1475480.0,1,1
2022-01-25,1484876.0,1121810.0,185,360943.85,-363066.0,1121810.0,61,1475480.0,31,196.0,1,0.0,0,0.0,0,0.0,0,9200.0,92,0.0,0,0.0,0,0.0,0,0.0,0,1,1,4,1,0,18390.32786885246,47596.12903225807,0.7554906941724426,890536.75,1293470.0,1306642.0,1525780.0,1963972.5,1836720.0,1607387.6785714286,1747135.7142857143,1934127.65,2122524.0,456186.0,576840.0,1,1
2022-01-26,589940.0,456186.0,64,227189.85,-133754.0,456186.0,18,576840.0,14,0.0,0,0.0,0,0.0,0,0.0,0,3100.0,31,0.0,0,0.0,0,0.0,0,0.0,1,2,1,4,1,0,25343.666666666668,41202.857142857145,0.7732752483303387,1121810.0,1475480.0,2148845.5,1484580.0,1557400.5,454340.0,1580983.107142857,1739950.0,1906055.566666667,2110482.6666666665,1179302.5,953180.0,1,1
2022-01-27,961072.0,1900880.5,158,1166998.35,939808.5,1179302.5,56,953180.0,19,392.0,2,0.0,0,600328.0,2,111250.0,3,7500.0,75,10000.0,1,0.0,0,0.0,0,0.0,0,3,1,4,1,0,21058.973214285717,50167.36842105263,1.97787522683004,456186.0,576840.0,1800280.0,2695480.0,2141676.25,2569210.0,1339174.607142857,1610272.857142857,1869348.4166666667,2114566.0,1201781.5,2025440.0,1,1
2022-01-28,2035226.0,1217781.5,185,349553.85,-817444.5,1201781.5,59,2025440.0,32,686.0,2,0.0,0,0.0,0,16000.0,1,9100.0,91,0.0,0,0.0,0,0.0,0,0.0,0,4,1,4,1,0,20369.17796610169,63295.0,0.5983519766355186,1179302.5,953180.0,1525232.5,1393440.0,1812469.25,510240.0,1250463.5357142857,1361372.857142857,1837269.2916666667,2060698.3333333333,1413097.5,1579820.0,1,1
2022-01-29,1591720.0,2038217.5,243,796051.35,446497.5,1413097.5,94,1579820.0,26,0.0,0,0.0,0,0.0,0,45100.0,2,11900.0,119,0.0,0,90020.0,1,0.0,0,490000.0,1,5,1,5,1,1,15032.952127659575,60762.307692307695,1.2805125901540473,1201781.5,2025440.0,1879311.5,2517040.0,1625658.0,1432540.0,1204256.25,1451658.5714285714,1816913.0333333332,2111205.0,1646997.0,1387860.0,1,1
2022-01-30,1415301.0,1646997.0,227,1027747.35,231696.0,1646997.0,78,1387860.0,33,1176.0,2,5165.0,2,0.0,0,0.0,0,11100.0,111,0.0,0,0.0,0,0.0,0,0.0,1,6,1,5,1,1,21115.346153846152,42056.36363636364,1.163707932093597,1413097.5,1579820.0,1700865.5,1320160.0,1467026.5,1765080.0,1137654.25,1317770.0,1809827.683333333,2116114.333333333,1285242.5,2336680.0,1,1
2022-01-31,2352480.0,1461022.5,168,136289.85,-891457.5,1285242.5,48,2336680.0,34,0.0,0,7900.0,1,70000.0,1,101720.0,2,7900.0,79,0.0,0,4060.0,3,0.0,0,0.0,0,0,1,5,1,0,26775.885416666668,68725.88235294117,0.6210562895327484,1646997.0,1387860.0,890536.75,1293470.0,2861542.5,3471940.0,1129958.75,1327441.4285714286,1815826.7,2103540.333333333,1328524.0,1356210.0,1,1
2022-02-01,1365798.0,1515505.0,193,285996.85,149707.0,1328524.0,61,1356210.0,33,588.0,2,0.0,0,98300.0,1,405.0,1,9000.0,90,0.0,0,88276.0,5,0.0,0,0.0,0,1,2,1,1,0,21779.081967213115,41097.27272727273,1.109611377377914,1285242.5,2336680.0,1121810.0,1475480.0,1237947.0,897810.0,1186345.2857142857,1476471.4285714286,1763283.3666666667,2065698.3333333333,1837960.15,852120.0,1,1
2022-02-02,865184.0,1858660.15,234,1279473.0,993476.15,1837960.15,82,852120.0,31,1764.0,6,0.0,0,0.0,0,20700.0,2,11300.0,113,0.0,0,0.0,0,0.0,0,0.0,0,2,2,1,1,0,22414.148170731707,27487.74193548387,2.148283081980249,1328524.0,1356210.0,456186.0,576840.0,1986314.5,1397980.0,1215875.857142857,1459432.857142857,1766302.6,2080978.3333333333,2392240.0,1930700.0,1,1
2022-02-03,1943468.0,2643036.0,236,1979041.0,699568.0,2392240.0,85,1930700.0,27,1568.0,6,0.0,0,140000.0,2,100600.0,2,11200.0,112,10000.0,1,196.0,1,0.0,0,0.0,0,3,2,1,1,0,28144.0,71507.4074074074,1.3599585894905395,1837960.15,852120.0,1179302.5,953180.0,2011470.25,3190780.0,1413272.1642857145,1498758.5714285714,1761357.4549999998,2062783.0,1529280.5,1466420.0,1,1
2022-02-04,1476420.0,1749280.5,202,2251901.5,272860.5,1529280.5,74,1466420.0,26,0.0,0,0.0,0,120000.0,1,100000.0,1,10000.0,100,0.0,0,0.0,0,0.0,0,0.0,0,4,2,1,1,0,20665.952702702703,56400.769230769234,1.1848122485471613,2392240.0,1930700.0,1201781.5,2025440.0,3439793.25,3784200.0,1586548.95,1638404.2857142857,1774049.78,2020780.3333333333,2534902.0,3710300.0,1,1
2022-02-05,3728190.0,2713862.0,357,1237573.5,-1014328.0,2534902.0,144,3710300.0,33,490.0,1,0.0,0,70000.0,1,10100.0,1,17400.0,174,0.0,0,98860.0,3,0.0,0,0.0,0,5,2,1,1,1,17603.48611111111,112433.33333333331,0.7279301752324855,1529280.5,1466420.0,1413097.5,1579820.0,3908492.0,3774290.0,1633334.5214285715,1558544.2857142857,1710366.0216666667,1943521.0,2181155.25,1784040.0,1,1
2022-02-06,1805295.0,2414855.25,213,1847133.75,609560.25,2181155.25,76,1784040.0,27,490.0,1,10465.0,2,40000.0,1,193700.0,3,10300.0,103,0.0,0,0.0,0,0.0,0,0.0,0,6,2,1,1,1,28699.411184210527,66075.55555555556,1.337651325683614,2534902.0,3710300.0,1646997.0,1387860.0,1602089.5,1588600.0,1793592.3071428572,1862898.5714285716,1664579.6883333332,1941388.0,799578.0,2512120.0,1,1
2022-02-07,2522914.0,874548.0,215,198767.75,-1648366.0,799578.0,74,2512120.0,32,294.0,2,0.0,0,0.0,0,14950.0,1,10500.0,105,0.0,0,60020.0,1,0.0,0,0.0,0,0,2,1,1,0,10805.108108108108,78503.75,0.3466420179205474,2181155.25,1784040.0,1285242.5,2336680.0,2826811.0,4460540.0,1869900.6285714288,1919495.7142857143,1683881.88,1947902.6666666667,946341.5,1098730.0,1,1
2022-02-08,1121995.0,1066341.5,167,143114.25,-55653.5,946341.5,53,1098730.0,28,0.0,0,5165.0,2,110000.0,1,0.0,0,8100.0,81,10000.0,1,0.0,0,0.0,0,0.0,1,1,2,2,1,0,17855.5,39240.357142857145,0.9503977290451384,799578.0,2512120.0,1328524.0,1356210.0,1481437.0,4375000.0,1800519.985714286,1944558.5714285716,1616307.4466666663,1882955.3333333333,1200838.0,1446000.0,1,1
2022-02-09,1640453.88,1798978.0,148,301638.37,158524.1200000001,1200838.0,44,1446000.0,25,392.0,2,12400.0,1,585000.0,7,3100.0,1,6600.0,66,0.0,0,10040.0,2,0.0,0,0.0,0,2,2,2,1,0,27291.772727272728,57840.0,1.0966343046474432,946341.5,1098730.0,1837960.15,852120.0,1507656.25,927390.0,1745922.485714286,1907775.7142857143,1598470.93,1773746.3333333333,1049506.5,800900.0,1,1
2022-02-10,813396.0,1561806.5,179,1050048.87,748410.5,1049506.5,63,800900.0,21,196.0,1,3900.0,2,455300.0,3,57000.0,5,8400.0,84,0.0,0,0.0,0,0.0,0,0.0,0,3,2,2,1,0,16658.833333333332,38138.09523809524,1.920105950852967,1200838.0,1446000.0,2392240.0,1930700.0,1768103.0,1276700.0,1654905.0357142857,1992615.7142857143,1588243.655,1791033.3333333333,987942.5,1196460.0,1,1
2022-02-11,1203760.0,1017942.5,147,864231.37,-185817.5,987942.5,45,1196460.0,28,0.0,0,0.0,0,0.0,0,30000.0,1,7300.0,73,0.0,0,0.0,0,0.0,0,0.0,0,4,2,2,1,0,21954.277777777777,42730.71428571428,0.8456357579583971,1049506.5,800900.0,1529280.5,1466420.0,1507782.5,1586000.0,1463085.9642857143,1831215.7142857143,1564290.4383333332,1775173.3333333333,2309987.5,2747760.0,1,1
2022-02-12,2779360.0,2315987.5,269,400858.87,-463372.5,2309987.5,103,2747760.0,29,0.0,0,18400.0,3,0.0,0,0.0,0,13200.0,132,0.0,0,6000.0,2,0.0,0,0.0,0,5,2,2,1,1,22427.063106796115,94750.3448275862,0.8332808632203097,987942.5,1196460.0,2534902.0,3710300.0,1050260.0,1652570.0,1385751.9642857143,1792650.0,1546962.4383333332,1762188.6666666667,556715.0,854460.0,1,1
