TransactionDate,Total_Debit,Total_Credit,Transaction_Count,Closing_Balance,Net_Flow,DayOfWeek,Month,WeekOfMonth,IsWeekend,Withdrawal_Count,Deposit_Count,Rolling_7_Day_Average,Rolling_30_Day_Average,Target_Withdrawal_Tomorrow
2022-01-23,1328956.0,1741905.5,177,767379.1,412949.5,Sunday,1,4,1,1,1,-47154.78571428572,-48237.404999999984,1303966.0
2022-01-24,1303966.0,1260596.75,178,724009.85,-43369.25,Monday,1,4,0,1,1,86977.82142857143,24133.453333333353,1484876.0
2022-01-25,1484876.0,1121810.0,185,360943.85,-363066.0,Tuesday,1,4,0,1,1,51259.46428571428,7959.603333333352,589940.0
2022-01-26,589940.0,456186.0,64,227189.85,-133754.0,Wednesday,1,4,0,1,1,-133714.39285714287,-32864.34666666665,961072.0
2022-01-27,961072.0,1900880.5,158,1166998.35,939808.5,Thursday,1,4,0,1,1,92237.39285714286,7639.961666666685,2035226.0
2022-01-28,2035226.0,1217781.5,185,349553.85,-817444.5,Friday,1,4,0,1,1,-75063.75,-63196.029999999984,1591720.0
2022-01-29,1591720.0,2038217.5,243,796051.35,446497.5,Saturday,1,5,1,1,1,63088.82142857143,-68333.34666666665,1415301.0
2022-01-30,1415301.0,1646997.0,227,1027747.35,231696.0,Sunday,1,5,1,1,1,37195.46428571428,-53622.56333333332,2352480.0
2022-01-31,2352480.0,1461022.5,168,136289.85,-891457.5,Monday,1,5,0,1,1,-83960.0,-70620.56333333331,1365798.0
2022-02-01,1365798.0,1515505.0,193,285996.85,149707.0,Tuesday,2,1,0,1,1,-10706.714285714286,-76515.72999999998,865184.0
2022-02-02,865184.0,1858660.15,234,1279473.0,993476.1499999999,Wednesday,2,1,0,1,1,150326.16428571427,-62454.34166666665,1943468.0
2022-02-03,1943468.0,2643036.0,236,1979041.0,699568.0,Thursday,2,1,0,1,1,116006.09285714284,-2772.583333333318,1476420.0
2022-02-04,1476420.0,1749280.5,202,2251901.5,272860.5,Friday,2,1,0,1,1,271763.95,14891.025000000016,3728190.0
2022-02-05,3728190.0,2713862.0,357,1237573.5,-1014328.0,Saturday,2,1,1,1,1,63074.592857142845,-37744.57499999998,1805295.0
2022-02-06,1805295.0,2414855.25,213,1847133.75,609560.25,Sunday,2,1,1,1,1,117055.19999999998,-21039.549999999985,2522914.0
2022-02-07,2522914.0,874548.0,215,198767.75,-1648366.0,Monday,2,1,0,1,1,8925.414285714272,-23303.016666666652,1121995.0
2022-02-08,1121995.0,1066341.5,167,143114.25,-55653.5,Tuesday,2,2,0,1,1,-20411.800000000014,4477.703333333337,1640453.88
2022-02-09,1640453.88,1798978.0,148,301638.37,158524.1200000001,Wednesday,2,2,0,1,1,-139690.66142857142,-12781.143333333328,813396.0
2022-02-10,813396.0,1561806.5,179,1050048.87,748410.5,Thursday,2,2,0,1,1,-132713.16142857142,-3357.5599999999936,1203760.0
2022-02-11,1203760.0,1017942.5,147,864231.37,-185817.5,Friday,2,2,0,1,1,-198238.59,-6590.6599999999935,2779360.0
2022-02-12,2779360.0,2315987.5,269,400858.87,-463372.5,Saturday,2,2,1,1,1,-119530.66142857142,-16325.57666666666,861860.0
2022-02-13,861860.0,779715.0,151,318713.87,-82145.0,Sunday,2,2,1,1,1,-218345.69714285713,-57975.07433333333,1213380.0
2022-02-14,1213380.0,1203191.5,180,308525.37,-10188.5,Monday,2,2,0,1,1,15679.660000000016,-21510.27433333333,3592150.0
2022-02-15,3592150.0,3335921.0,200,52296.37,-256229.0,Tuesday,2,3,0,1,1,-12973.98285714284,-34838.87433333333,1914956.0
2022-02-16,1914956.0,2128734.25,200,266074.62,213778.25,Wednesday,2,3,0,1,1,-5080.535714285715,5030.317333333334,1642309.0
2022-02-17,1642309.0,2627012.5,228,1250778.12,984703.5,Thursday,2,3,0,1,1,28675.60714285714,41621.684,975660.0
2022-02-18,975660.0,1661775.5,176,1936893.62,686115.5,Friday,2,3,0,1,1,153237.4642857143,25790.10066666667,2424710.0
2022-02-19,2424710.0,1330179.0,237,842362.62,-1094531.0,Saturday,2,3,1,1,1,63071.96428571428,10700.867333333334,557918.0
2022-02-20,557918.0,1180059.75,168,1464504.37,622141.75,Sunday,2,3,1,1,1,163684.35714285713,19650.142333333333,2159958.0
2022-02-21,2159958.0,1874618.0,162,1179164.37,-285340.0,Monday,2,3,0,1,1,124377.0,27491.159,2494774.0
2022-02-22,2494774.0,2368131.5,197,1052521.87,-126642.5,Tuesday,2,4,0,1,1,142889.35714285713,9504.759,2841344.0
2022-02-23,2841344.0,1873961.5,163,85139.37,-967382.5,Wednesday,2,4,0,1,1,-25847.89285714286,-21295.682666666668,885742.0
2022-02-24,885742.0,1012303.0,178,211700.37,126561.0,Thursday,2,4,0,1,1,-148439.67857142858,-4974.782666666666,1305686.0
2022-02-25,1305686.0,1158971.5,186,64985.87,-146714.5,Friday,2,4,0,1,1,-267415.39285714284,-5406.7993333333325,1599936.0
2022-02-26,1599936.0,1959865.25,277,424915.12,359929.25,Saturday,2,4,1,1,1,-59635.357142857145,-24736.107666666667,1354800.0
2022-02-27,1354800.0,1761678.0,169,831793.12,406878.0,Sunday,2,4,1,1,1,-90387.32142857143,16074.642333333333,1803800.0
2022-02-28,1803800.0,1142826.5,132,170819.62,-660973.5,Monday,2,4,0,1,1,-144049.25,-20841.057666666668,1316958.0
2022-03-01,1316958.0,1298936.5,180,152798.12,-18021.5,Tuesday,3,1,0,1,1,-128531.96428571429,-29164.97433333333,1170975.0
2022-03-02,1170975.0,1620090.0,162,601913.12,449115.0,Wednesday,3,1,0,1,1,73824.82142857143,15520.775666666666,2408220.0
2022-03-03,2408220.0,3682769.0,207,1876462.12,1274549.0,Thursday,3,1,0,1,1,237823.10714285713,53015.509,1234220.0
2022-03-04,1234220.0,1586770.5,175,2229012.62,352550.5,Friday,3,1,0,1,1,309146.6785714286,31651.32066666667,3014740.0
2022-03-05,3014740.0,2723369.05,336,1937641.67,-291370.9500000002,Saturday,3,1,1,1,1,216103.79285714283,-1379.9776666666692,1447560.0
2022-03-06,1447560.0,1193135.5,187,1683217.17,-254424.5,Sunday,3,1,1,1,1,121632.00714285711,-18956.144333333337,849180.0
2022-03-07,849180.0,1754866.5,142,2588903.67,905686.5,Monday,3,1,0,1,1,345440.57857142854,45044.339,2032140.0
2022-03-08,2032140.0,1039531.0,143,1596294.67,-992609.0,Tuesday,3,2,0,1,1,206213.79285714283,-8361.302666666668,1618671.0
2022-03-09,1618671.0,2474513.5,180,2452137.17,855842.5,Wednesday,3,2,0,1,1,264317.7214285714,75112.314,2693340.0
2022-03-10,2693340.0,3210094.0,244,2968891.17,516754.0,Thursday,3,2,0,1,1,156061.29285714283,94192.564,1463260.0
2022-03-11,1463260.0,932497.5,156,2438128.67,-530762.5,Friday,3,2,0,1,1,29873.721428571404,71216.34333333332,2892671.0
2022-03-12,2892671.0,2302210.0,255,1847667.67,-590461.0,Saturday,3,2,1,1,1,-12853.42857142857,26587.293333333328,772200.0
2022-03-13,772200.0,1249108.5,159,2324576.17,476908.5,Sunday,3,2,1,1,1,91622.71428571429,48678.159999999996,449076.0
2022-03-14,449076.0,924358.75,135,2799858.92,475282.75,Monday,3,2,0,1,1,30136.464285714286,79966.66833333332,2905556.0
2022-03-15,2905556.0,2143240.5,173,2037543.42,-762315.5,Tuesday,3,3,0,1,1,63035.53571428572,57294.31833333333,1865312.0
2022-03-16,1865312.0,1565179.5,172,1737410.92,-300132.5,Wednesday,3,3,0,1,1,-102103.75,47629.518333333326,1959796.0
2022-03-17,1959796.0,3001821.0,149,2779435.92,1042025.0,Thursday,3,3,0,1,1,-27065.035714285714,90904.65166666666,2622792.0
2022-03-18,2622792.0,1396115.0,152,1552758.92,-1226677.0,Friday,3,3,0,1,1,-126481.39285714286,42889.47666666666,2495256.0
2022-03-19,2495256.0,2653099.0,289,1710601.92,157843.0,Saturday,3,3,1,1,1,-19580.821428571428,15327.459999999994,2127800.0
2022-03-20,2127800.0,1600710.5,130,1183512.42,-527089.5,Sunday,3,3,1,1,1,-163009.10714285713,-25112.706666666672,2129114.0
2022-03-21,2129114.0,2220426.0,193,1274824.42,91312.0,Monday,3,3,0,1,1,-217862.07142857142,14415.393333333328,2559206.0
2022-03-22,2559206.0,1818535.5,159,534153.92,-740670.5,Tuesday,3,4,0,1,1,-214769.92857142858,-31011.681666666675,1612155.0
2022-03-23,1612155.0,1722993.5,172,644992.42,110838.5,Wednesday,3,4,0,1,1,-156059.7857142857,-17805.731666666674,1411814.0
2022-03-24,1411814.0,2712896.5,157,1946074.92,1301082.5,Thursday,3,4,0,1,1,-119051.57142857143,29785.101666666662,3117156.0
2022-03-25,3117156.0,2763526.5,190,1592445.42,-353629.5,Friday,3,4,0,1,1,5669.5,50243.534999999996,2883870.0
2022-03-26,2883870.0,2309620.0,236,1018195.42,-574250.0,Saturday,3,4,1,1,1,-98915.21428571429,26883.168333333328,3571620.0
2022-03-27,3571620.0,3209631.0,151,656206.42,-361989.0,Sunday,3,4,1,1,1,-75329.42857142857,19707.351666666662,2798236.0
2022-03-28,2798236.0,2642068.5,196,500038.92,-156167.5,Monday,3,4,0,1,1,-110683.64285714286,2504.1266666666606,2777780.0
2022-03-29,2777780.0,2660059.0,182,382317.92,-117721.0,Tuesday,3,5,0,1,1,-21690.85714285714,-14982.506666666673,3183890.0
2022-03-30,3183890.0,3107041.0,224,305468.92,-76849.0,Wednesday,3,5,0,1,1,-48503.357142857145,4488.309999999994,1975827.0
2022-03-31,1975827.0,2151438.25,220,481080.17,175611.25,Thursday,3,5,0,1,1,-209284.9642857143,10942.734999999993,2043422.0
2022-04-01,2043422.0,1917429.25,178,355087.42,-125992.75,Friday,4,1,0,1,1,-176765.42857142858,-8227.52333333334,3017718.0
2022-04-02,3017718.0,3825679.0,321,1163048.42,807961.0,Saturday,4,1,1,1,1,20693.285714285714,-23780.456666666672,2829460.0
2022-04-03,2829460.0,1787161.0,137,120749.42,-1042299.0,Sunday,4,1,1,1,1,-76493.85714285714,-70275.44,1375619.0
2022-04-04,1375619.0,3794895.0,176,2540025.42,2419276.0,Monday,4,1,0,1,1,291426.64285714284,20079.458333333332,3089740.0
2022-04-05,3089740.0,2348354.5,170,1798639.92,-741385.5,Tuesday,4,1,0,1,1,202331.7142857143,3847.425,1122650.0
2022-04-06,1122650.0,1775418.5,178,2451408.42,652768.5,Wednesday,4,1,0,1,1,306562.78571428574,-4583.175,1292500.0
2022-04-07,1292500.0,1667026.5,171,2825934.92,374526.5,Thursday,4,1,0,1,1,334979.25,40988.00833333333,2046540.0
2022-04-08,2046540.0,1515526.75,192,2294921.67,-531013.25,Friday,4,2,0,1,1,277119.1785714286,-5240.516666666666,3027050.0
2022-04-09,3027050.0,2202016.75,250,1469888.42,-825033.25,Saturday,4,2,1,1,1,43834.28571428572,-49966.75833333333,1580210.0
2022-04-10,1580210.0,2238108.75,169,2127787.17,657898.75,Sunday,4,2,1,1,1,286719.6785714286,-10344.716666666667,3832672.0
2022-04-11,3832672.0,1855618.25,171,150733.42,-1977053.75,Monday,4,2,0,1,1,-341327.4285714286,-56564.475,1954060.0
2022-04-12,1954060.0,1987842.5,169,184515.92,33782.5,Tuesday,4,2,0,1,1,-230589.14285714287,-71335.34166666666,1575028.0
2022-04-13,1575028.0,1573082.5,152,182570.42,-1945.5,Wednesday,4,2,0,1,1,-324119.71428571426,-87242.95,3044324.0
2022-04-14,3044324.0,3713838.5,209,852084.92,669514.5,Thursday,4,2,0,1,1,-281978.5714285714,-39515.28333333333,3337116.0
2022-04-15,3337116.0,3264754.75,277,779723.67,-72361.25,Friday,4,3,0,1,1,-216456.85714285713,-31922.908333333333,2220325.8
2022-04-16,2220325.8,1680890.0,297,240287.87,-539435.7999999998,Saturday,4,3,1,1,1,-175657.2214285714,-84638.26833333333,2538304.0
2022-04-17,2538304.0,2424792.0,216,126775.87,-113512.0,Sunday,4,3,1,1,1,-285858.7571428571,-47532.768333333326,789492.0
2022-04-18,789492.0,1184949.0,219,522232.87,395457.0,Monday,4,3,0,1,1,53071.35000000003,-39612.30166666666,3395026.0
2022-04-19,3395026.0,3072133.5,231,199340.37,-322892.5,Tuesday,4,3,0,1,1,2117.778571428598,-32805.73499999999,2007716.0
2022-04-20,2007716.0,3232044.0,166,1423668.37,1224328.0,Wednesday,4,3,0,1,1,177299.70714285717,4961.4650000000065,2575234.0
2022-04-21,2575234.0,1328401.0,178,176835.37,-1246833.0,Thursday,4,3,0,1,1,-96464.2214285714,-11910.618333333327,2419880.0
2022-04-22,2419880.0,2410911.5,184,167866.87,-8968.5,Friday,4,4,0,1,1,-87408.11428571425,-15904.184999999994,1759706.0
2022-04-23,1759706.0,2339044.5,322,747205.37,579338.5,Saturday,4,4,1,1,1,72416.78571428571,-39962.31833333333,1634056.0
2022-04-24,1634056.0,2050577.75,191,1163727.12,416521.75,Sunday,4,4,1,1,1,148135.89285714287,-14290.609999999993,2283816.0
2022-04-25,2283816.0,1487222.5,190,367133.62,-796593.5,Monday,4,4,0,1,1,-22157.035714285714,-21702.059999999994,2206626.0
2022-04-26,2206626.0,2097446.5,198,257954.12,-109179.5,Tuesday,4,4,0,1,1,8373.392857142857,-13275.07666666666,1096270.0
2022-04-27,1096270.0,1645174.5,204,806858.62,548904.5,Wednesday,4,4,0,1,1,-88115.67857142857,10227.32333333334,2455538.0
2022-04-28,2455538.0,2364762.5,241,716083.12,-90775.5,Thursday,4,4,0,1,1,77035.39285714286,11125.506666666673,706860.0
2022-04-29,706860.0,2893760.5,229,2902983.62,2186900.5,Friday,4,5,0,1,1,390730.96428571426,86583.82333333333,3888970.0
2022-04-30,3888970.0,3753173.5,398,2767187.12,-135796.5,Saturday,4,5,1,1,1,288568.8214285714,76203.565,2211768.0
2022-05-01,2211768.0,1122407.0,200,1677826.12,-1089361.0,Sunday,5,1,1,1,1,73442.71428571429,44091.29000000001,13100.0
2022-05-02,13100.0,435700.0,6,2100426.12,422600.0,Monday,5,1,0,1,1,247613.2142857143,31245.92333333334,1766666.0
2022-05-03,1766666.0,1339633.5,169,1673393.62,-427032.5,Tuesday,5,1,0,1,1,202205.64285714287,51754.80666666667,1449048.0
2022-05-04,1449048.0,1919775.0,182,2144120.62,470727.0,Wednesday,5,1,0,1,1,191037.42857142858,-13196.82666666666,3580480.0
2022-05-05,3580480.0,2407939.0,199,971579.62,-1172541.0,Thursday,5,1,0,1,1,36499.5,-27568.67666666666,1095046.0
2022-05-06,1095046.0,2417324.5,189,2293858.12,1322278.5,Friday,5,1,0,1,1,-87017.92857142857,-5251.676666666661,1226700.0
2022-05-07,1226700.0,1540454.5,215,2607612.62,313754.5,Saturday,5,1,1,1,1,-22796.35714285714,-7277.4099999999935,1671740.0
2022-05-08,1671740.0,1648162.0,147,2584034.62,-23578.0,Sunday,5,2,1,1,1,129458.35714285714,9637.098333333339,1089084.0
2022-05-09,1089084.0,1193443.75,165,2688394.37,104359.75,Monday,5,2,0,1,1,83995.46428571429,40616.865000000005,3323290.0
2022-05-10,3323290.0,2119035.5,226,1484139.87,-1204254.5,Tuesday,5,2,0,1,1,-27036.25,-21454.909999999993,1915120.0
2022-05-11,1915120.0,2141959.5,174,1710979.37,226839.5,Wednesday,5,2,0,1,1,-61877.32142857143,52008.19833333334,2394766.0
2022-05-12,2394766.0,2358193.0,198,1674406.37,-36573.0,Thursday,5,2,0,1,1,100403.82142857143,49663.01500000001,1963213.0
2022-05-13,1963213.0,1814582.0,160,1525775.37,-148631.0,Friday,5,2,0,1,1,-109726.10714285714,44773.49833333334,3996996.0
2022-05-14,3996996.0,4902178.0,348,2430957.37,905182.0,Saturday,5,2,1,1,1,-25236.464285714286,52629.08166666667,2253340.0
2022-05-15,2253340.0,2093559.5,200,2271176.87,-159780.5,Sunday,5,3,1,1,1,-44693.96428571428,49715.106666666674,1670190.0
2022-05-16,1670190.0,1966645.0,163,2567631.87,296455.0,Monday,5,3,0,1,1,-17251.785714285714,77578.13333333333,1505396.0
2022-05-17,1505396.0,1385114.0,179,2447349.87,-120282.0,Tuesday,5,3,0,1,1,137601.42857142858,77352.46666666666,2805720.0
2022-05-18,2805720.0,1372684.0,177,1014313.87,-1433036.0,Wednesday,5,3,0,1,1,-99523.64285714286,16402.7,1189426.0
2022-05-19,1189426.0,1412166.5,163,1237054.37,222740.5,Thursday,5,3,0,1,1,-62478.857142857145,34590.46666666667,888546.0
2022-05-20,888546.0,1656859.0,129,2005367.37,768313.0,Friday,5,3,0,1,1,68513.14285714286,19389.966666666667,2860200.0
2022-05-21,2860200.0,3034578.0,334,2179745.37,174378.0,Saturday,5,3,1,1,1,-35887.42857142857,66763.66666666667,4416756.0
2022-05-22,4416756.0,2258630.5,207,21619.87,-2158125.5,Sunday,5,4,1,1,1,-321365.28571428574,-4874.9,1878804.0
2022-05-23,1878804.0,2986037.0,202,1128852.87,1107233.0,Monday,5,4,0,1,1,-205539.85714285713,12721.583333333334,4837240.0
2022-05-24,4837240.0,4107738.0,267,399350.87,-729502.0,Tuesday,5,4,0,1,1,-292571.28571428574,-25479.208333333332,2635394.0
2022-05-25,2635394.0,3635099.75,170,1399056.62,999705.75,Wednesday,5,4,0,1,1,54963.25,34397.433333333334,2211148.0
2022-05-26,2211148.0,2819116.0,187,2007024.62,607968.0,Thursday,5,4,0,1,1,109995.75,58302.35,2573820.0
2022-05-27,2573820.0,3116520.5,215,2549725.12,542700.5,Friday,5,4,0,1,1,77765.39285714286,58095.55,4261940.0
2022-05-28,4261940.0,3292027.0,302,1579812.12,-969913.0,Saturday,5,4,1,1,1,-85704.75,28790.966666666667,836446.0
2022-05-29,836446.0,1526001.5,203,2269367.62,689555.5,Sunday,5,5,1,1,1,321106.8214285714,-21120.533333333333,3419472.0
2022-05-30,3419472.0,2310421.5,183,1160317.12,-1109050.5,Monday,5,5,0,1,1,4494.892857142857,-53562.333333333336,1534160.0
2022-05-31,1534160.0,2771445.0,207,2397602.12,1237285.0,Tuesday,5,5,0,1,1,285464.46428571426,23992.533333333333,1708106.0
2022-06-01,1708106.0,2107256.5,205,2796752.62,399150.5,Wednesday,6,1,0,1,1,199670.85714285713,23210.883333333335,2956765.0
2022-06-02,2956765.0,2274389.0,227,2114376.62,-682376.0,Thursday,6,1,0,1,1,15336.0,14699.433333333332,1434964.0
2022-06-03,1434964.0,1952602.0,186,2632014.62,517638.0,Friday,6,1,0,1,1,11755.642857142857,16263.133333333333,3847520.0
2022-06-04,3847520.0,3902706.0,357,2687200.62,55186.0,Saturday,6,1,1,1,1,158198.35714285713,57187.36666666667,2157633.0
2022-06-05,2157633.0,2380799.5,219,2910367.12,223166.5,Sunday,6,1,1,1,1,91571.35714285714,20550.3,3390830.0
2022-06-06,3390830.0,3181771.0,265,2701308.12,-209059.0,Monday,6,1,0,1,1,220141.57142857142,3123.1833333333334,1877110.0
2022-06-07,1877110.0,1514783.0,142,2338981.12,-362327.0,Tuesday,6,1,0,1,1,-8374.42857142857,-8168.45,3372900.0
2022-06-08,3372900.0,2605756.0,168,1571837.12,-767144.0,Wednesday,6,2,0,1,1,-174987.92857142858,-37218.575,1160144.0
2022-06-09,1160144.0,2042397.5,163,2454090.62,882253.5,Thursday,6,2,0,1,1,48530.57142857143,32331.691666666666,3901274.0
2022-06-10,3901274.0,2022987.5,211,575804.12,-1878286.5,Friday,6,2,0,1,1,-293744.35714285716,-37839.175,1879016.0
2022-06-11,1879016.0,3450235.0,286,2147023.12,1571219.0,Saturday,6,2,1,1,1,-77168.21428571429,15753.891666666666,1195260.0
2022-06-12,1195260.0,1550661.5,184,2502424.62,355401.5,Sunday,6,2,1,1,1,-58277.5,32554.975,2242166.0
2022-06-13,2242166.0,1939706.0,161,2199964.62,-302460.0,Monday,6,2,0,1,1,-71620.5,-7699.758333333333,1791680.0
2022-06-14,1791680.0,1656562.5,209,2064847.12,-135117.5,Tuesday,6,2,0,1,1,-39162.0,-6877.658333333334,1580460.0
2022-06-15,1580460.0,1935455.0,168,2419842.12,354995.0,Wednesday,6,3,0,1,1,121143.57142857143,-4926.325,3622016.0
2022-06-16,3622016.0,3095698.0,186,1893524.12,-526318.0,Thursday,6,3,0,1,1,-80080.92857142857,-18460.858333333334,1793000.0
2022-06-17,1793000.0,2019570.5,195,2120094.62,226570.5,Friday,6,3,0,1,1,220612.92857142858,36859.35833333333,3524720.0
2022-06-18,3524720.0,2564885.0,305,1160259.62,-959835.0,Saturday,6,3,1,1,1,-140966.2142857143,-2559.825,2992060.0
2022-06-19,2992060.0,2136562.0,193,304761.62,-855498.0,Sunday,6,3,1,1,1,-313951.85714285716,-56686.85833333333,1495520.0
2022-06-20,1495520.0,2443417.0,141,1252658.62,947897.0,Monday,6,3,0,1,1,-135329.42857142858,-30902.891666666666,1288780.0
2022-06-21,1288780.0,1777874.0,147,1741752.62,489094.0,Tuesday,6,3,0,1,1,-46156.357142857145,57337.75833333333,3975960.0
2022-06-22,3975960.0,3324710.0,166,1090502.62,-651250.0,Wednesday,6,4,0,1,1,-189905.64285714287,-1278.3416666666667,3299100.0
2022-06-23,3299100.0,2346042.5,161,137445.12,-953057.5,Thursday,6,4,0,1,1,-250868.42857142858,-8730.191666666668,1122160.0
2022-06-24,1122160.0,1510515.5,183,525800.62,388355.5,Friday,6,4,0,1,1,-227756.2857142857,-29108.533333333333,2120940.0
2022-06-25,2120940.0,2629236.0,215,1034096.62,508296.0,Saturday,6,4,1,1,1,-18023.285714285714,-32430.933333333334,1582710.0
2022-06-26,1582710.0,1228286.0,172,679672.62,-354424.0,Sunday,6,4,1,1,1,53558.71428571428,-62335.083333333336,2775100.0
2022-06-27,2775100.0,4042372.6,238,1946945.22,1267272.6,Monday,6,4,0,1,1,99183.80000000002,12237.770000000002,2695710.0
2022-06-28,2695710.0,2436188.0,216,1687423.22,-259522.0,Tuesday,6,4,0,1,1,-7761.342857142844,-19398.146666666664,1800434.0
2022-06-29,1800434.0,1678244.0,167,1565233.22,-122190.0,Wednesday,6,5,0,1,1,67818.65714285716,13497.203333333337,3298720.0
2022-06-30,3298720.0,3351878.0,189,1618391.22,53158.0,Thursday,6,5,0,1,1,211563.7285714286,-25973.696666666663,855780.0
2022-07-01,855780.0,1480288.0,131,2242899.22,624508.0,Friday,7,1,0,1,1,245299.80000000002,-18461.779999999995,3364720.0
